calendar_month,month,time,precipitation_sum,precipitation_sum_p10,precipitation_sum_p90,sunshine_hours,sunshine_hours_p10,sunshine_hours_p90,temperature_2m_mean,temperature_2m_mean_p10,temperature_2m_mean_p90,relative_humidity_2m_mean,relative_humidity_2m_mean_p10,relative_humidity_2m_mean_p90,temperature_2m_min_absolute,temperature_2m_max_absolute,temperature_2m_mean_min,temperature_2m_mean_max
1,1,Jan,9.120000000000001,0.16000000000000006,30.839999999999996,314.96572796296294,303.7672977777778,320.87312333333335,25.743870967741938,24.8,26.860000000000003,72.38064516129032,65.0,79.0,17.8,34.5,17.8,34.5
2,2,Feb,7.92,0.08000000000000003,10.0,296.612897962963,289.29381555555557,303.2745883333333,25.797877358490563,24.8,26.7,71.08254716981132,64.0,77.0,17.4,33.5,17.4,33.5
3,3,Mar,7.653333333333332,0.0,7.76,347.03800648148143,338.22018833333334,350.8701894444444,26.20236559139785,25.1,27.3,70.07741935483871,62.0,77.0,17.2,34.1,17.2,34.1
4,4,Apr,0.8133333333333332,0.0,1.92,345.6810764814815,343.0930455555556,347.40075722222224,26.841777777777775,25.4,28.3,69.35777777777778,62.900000000000006,75.10000000000002,19.0,35.0,19.0,35.0
5,5,May,31.49333333333333,0.7800000000000002,66.57999999999998,355.7041948148148,339.42652,368.5556138888889,27.87741935483871,26.2,29.3,72.0731182795699,65.0,79.0,19.2,35.3,19.2,35.3
6,6,Jun,246.38666666666666,128.72,391.21999999999997,293.4389557407407,257.3451911111111,323.55966722222223,27.102222222222224,25.5,28.71,82.10666666666667,73.0,90.0,21.6,34.8,21.6,34.8
7,7,Jul,220.43333333333334,84.12,425.91999999999996,320.1934590740741,275.71368333333334,347.4266422222222,27.30537634408602,26.0,28.6,83.13978494623656,77.0,89.0,21.8,34.8,21.8,34.8
8,8,Aug,304.3333333333333,176.16,425.15999999999997,289.98531148148146,261.02964555555553,320.49890944444445,26.94451612903226,25.44,28.3,85.06236559139785,79.0,91.0,21.6,33.1,21.6,33.1
9,9,Sep,411.5466666666667,195.38,698.56,257.775042037037,220.59468722222223,293.72652555555555,26.373111111111115,25.0,27.71,87.06666666666666,81.0,93.0,21.6,32.8,21.6,32.8
10,10,Oct,218.20000000000002,76.32000000000001,336.32,296.60343351851856,274.0305827777778,321.638845,26.462580645161292,25.3,27.5,86.63655913978495,82.0,92.0,19.7,32.0,19.7,32.0
11,11,Nov,45.06000000000001,9.280000000000001,81.06,311.48862925925926,304.5842161111111,317.65587055555557,26.36688888888889,25.4,27.3,82.12222222222222,77.0,87.0,19.5,33.9,19.5,33.9
12,12,Dec,7.593333333333334,1.5,19.959999999999994,316.4760553703703,310.74674555555555,321.3277477777778,25.906236559139785,24.7,27.0,76.40645161290323,71.0,82.0,19.1,33.2,19.1,33.2
