calendar_month,month,time,precipitation_sum,precipitation_sum_p10,precipitation_sum_p90,sunshine_hours,sunshine_hours_p10,sunshine_hours_p90,temperature_2m_mean,temperature_2m_mean_p10,temperature_2m_mean_p90,relative_humidity_2m_mean,relative_humidity_2m_mean_p10,relative_humidity_2m_mean_p90,temperature_2m_min_absolute,temperature_2m_max_absolute
1,1,Jan,20.89,9.5,35.55,326.86,310.24,343.17,27.38,26.7,28.1,78.8,72.0,83.0,18.3,35.2
2,2,Feb,37.71,17.65,63.7,290.71,272.94,303.53,27.76,26.9,28.6,80.67,78.0,84.0,20.4,34.8
3,3,Mar,50.46,33.0,71.35,319.76,299.55,346.47,28.1,27.4,28.7,80.08,77.0,83.0,23.4,34.4
4,4,Apr,74.39,46.45,99.6,320.83,299.24,338.41,27.98,27.1,28.8,80.56,77.0,84.0,23.1,34.3
5,5,May,122.66,75.4,140.5,316.36,301.42,338.18,27.21,26.1,28.2,82.79,79.0,86.0,22.8,33.1
6,6,Jun,162.91,96.4,244.75,279.51,261.44,307.7,25.7,24.9,26.6,85.51,83.0,89.0,21.9,31.4
7,7,Jul,77.99,43.7,140.7,306.93,282.22,334.74,24.8,24.2,25.3,85.41,82.0,89.0,20.6,29.5
8,8,Aug,56.39,36.95,87.85,298.05,269.1,327.1,24.42,23.7,25.1,85.6,82.0,89.0,19.7,30.0
9,9,Sep,98.01,49.5,147.15,303.19,287.97,319.99,25.05,24.4,25.6,86.06,83.0,89.0,21.8,31.3
10,10,Oct,119.41,71.8,179.55,320.69,303.59,335.5,25.98,25.2,26.8,85.19,82.0,88.0,22.2,32.3
11,11,Nov,55.55,34.4,81.35,319.81,309.13,329.26,27.0,26.3,27.7,82.2,79.0,85.0,22.9,33.5
12,12,Dec,29.5,17.25,44.5,329.66,317.77,343.77,27.4,26.7,28.1,79.09,75.0,83.0,19.6,35.3
