calendar_month,time,daytime_temperature,daytime_temperature_p10,daytime_temperature_p90,daylight_hours_sampled
1,Jan,-0.29,-8.62,6.8,4489
2,Feb,0.51,-7.2,8.3,4948
3,Mar,4.73,-2.3,12.3,5903
4,Apr,10.3,3.7,17.3,6456
5,May,16.32,9.4,24.2,7200
6,Jun,21.33,14.8,28.0,7200
7,Jul,25.2,19.49,31.0,7440
8,Aug,24.07,18.7,29.5,6856
9,Sep,20.44,14.8,26.4,5935
10,Oct,14.51,8.5,21.0,5476
11,Nov,7.67,1.1,14.91,4800
12,Dec,2.83,-3.67,9.77,4564
