calendar_month,time,daytime_temperature,daytime_temperature_p10,daytime_temperature_p90,daylight_hours_sampled
1,Jan,18.05,11.1,22.4,5952
2,Feb,19.2,12.4,23.9,5424
3,Mar,19.79,13.7,24.4,5952
4,Apr,19.62,14.6,23.8,5760
5,May,19.29,14.5,23.3,5952
6,Jun,18.07,13.4,21.9,5760
7,Jul,16.51,12.7,19.8,5952
8,Aug,16.37,12.7,19.5,5952
9,Sep,16.72,12.9,19.7,5760
10,Oct,17.66,13.3,21.1,5952
11,Nov,17.92,12.6,21.6,5760
12,Dec,17.59,11.2,21.6,5952
