calendar_month,month,time,precipitation_sum,precipitation_sum_p10,precipitation_sum_p90,sunshine_hours,sunshine_hours_p10,sunshine_hours_p90,temperature_2m_mean,temperature_2m_mean_p10,temperature_2m_mean_p90,relative_humidity_2m_mean,relative_humidity_2m_mean_p10,relative_humidity_2m_mean_p90,temperature_2m_min_absolute,temperature_2m_max_absolute
1,1,Jan,226.19,131.3,301.0,294.79,249.35,352.61,22.39,19.7,24.95,82.66,73.5,90.0,13.1,33.5
2,2,Feb,156.11,74.85,240.35,275.91,228.98,312.25,22.58,19.9,25.1,81.77,72.0,90.0,14.3,34.5
3,3,Mar,138.14,93.95,178.9,293.81,267.0,323.23,21.58,19.1,23.7,84.29,78.0,90.0,12.5,34.4
4,4,Apr,69.76,24.8,116.2,274.07,255.02,297.96,19.81,16.8,22.61,83.11,75.9,90.0,9.3,31.2
5,5,May,44.44,24.45,71.05,257.82,234.67,276.64,17.73,14.8,20.9,80.38,67.0,89.0,5.4,31.0
6,6,Jun,49.01,7.7,91.2,239.13,212.38,269.68,16.62,13.7,19.4,80.03,66.0,91.0,2.5,28.0
7,7,Jul,38.11,7.65,83.7,265.9,236.39,296.18,16.26,12.55,19.3,76.67,62.0,89.0,1.4,28.1
8,8,Aug,36.75,4.85,68.8,268.67,228.73,300.06,17.12,12.7,20.95,74.65,56.0,88.0,1.4,32.1
9,9,Sep,65.46,13.85,122.25,278.71,243.74,312.19,19.37,15.29,23.81,74.17,55.0,88.0,6.8,35.8
10,10,Oct,110.91,52.4,154.25,264.98,216.47,305.21,19.92,16.15,23.9,80.41,69.0,90.0,9.5,38.1
11,11,Nov,145.42,101.45,194.7,275.06,244.7,301.62,20.11,16.6,23.21,81.54,72.0,90.0,8.8,36.6
12,12,Dec,168.87,94.55,244.9,307.23,273.55,343.59,21.91,19.1,24.6,81.51,72.5,89.0,11.0,35.1
