calendar_month,month,time,precipitation_sum,precipitation_sum_p10,precipitation_sum_p90,sunshine_hours,sunshine_hours_p10,sunshine_hours_p90,temperature_2m_mean,temperature_2m_mean_p10,temperature_2m_mean_p90,relative_humidity_2m_mean,relative_humidity_2m_mean_p10,relative_humidity_2m_mean_p90,temperature_2m_min_absolute,temperature_2m_max_absolute,temperature_2m_mean_min,temperature_2m_mean_max
1,1,Jan,113.90666666666668,4.86,265.58,212.3296612962963,182.484645,242.46479555555555,10.104516129032259,7.7,12.3,81.77204301075268,66.0,92.0,-0.1,21.5,-0.1,21.5
2,2,Feb,90.96000000000001,6.140000000000001,214.33999999999997,231.7243825925926,188.43932833333332,266.43646,10.73066037735849,8.1,13.2,78.60849056603773,64.30000000000001,89.0,0.5,22.9,0.5,22.9
3,3,Mar,102.09333333333333,35.36,193.48,277.29793592592597,248.21487277777777,302.94406444444445,11.597204301075271,9.3,14.0,78.9505376344086,69.0,89.0,3.0,24.3,3.0,24.3
4,4,Apr,35.10666666666667,5.62,70.82000000000001,330.3373266666667,309.05975222222224,348.5240816666667,12.606222222222222,10.3,14.8,76.78666666666666,66.0,87.0,3.1,29.6,3.1,29.6
5,5,May,16.573333333333338,0.46,38.68,378.93565314814816,356.45584333333335,394.1663177777778,13.812903225806451,12.0,16.3,74.78709677419354,63.0,85.0,6.4,28.9,6.4,28.9
6,6,Jun,5.44,0.040000000000000015,10.619999999999997,385.70991277777773,363.84874666666667,401.8524816666667,15.536444444444443,13.6,17.91,75.04,64.9,85.0,8.4,34.6,8.4,34.6
7,7,Jul,0.58,0.0,0.8999999999999999,392.05528796296295,383.7065477777778,403.278845,15.806881720430109,14.14,17.8,78.50537634408602,71.0,86.0,10.3,30.4,10.3,30.4
8,8,Aug,0.4733333333333334,0.0,1.3399999999999999,363.4197272222222,353.42469944444446,372.9825872222222,16.40989247311828,14.8,18.4,79.7741935483871,73.0,86.60000000000002,10.6,32.9,10.6,32.9
9,9,Sep,3.0866666666666664,0.0,8.639999999999999,329.44930685185193,320.56943222222225,336.11343666666664,16.96977777777778,14.7,19.7,76.88,67.0,85.0,9.9,38.3,9.9,38.3
10,10,Oct,32.586666666666666,0.16000000000000006,105.41999999999997,287.8040746296296,254.5792477777778,310.8904866666667,16.067956989247314,13.5,19.1,73.79354838709678,52.0,88.0,7.0,37.8,7.0,37.8
11,11,Nov,65.18,28.78,122.13999999999997,238.50127462962962,227.6380922222222,254.91949,12.615555555555556,10.2,15.3,77.26222222222222,61.900000000000006,90.0,1.1,26.7,1.1,26.7
12,12,Dec,131.98000000000005,6.260000000000001,235.57999999999998,194.02897814814816,160.88933666666668,243.30721111111112,10.219354838709677,7.6,13.060000000000002,79.89247311827957,64.0,92.0,-1.3,20.2,-1.3,20.2
