calendar_month,month,time,precipitation_sum,precipitation_sum_p10,precipitation_sum_p90,sunshine_hours,sunshine_hours_p10,sunshine_hours_p90,temperature_2m_mean,temperature_2m_mean_p10,temperature_2m_mean_p90,relative_humidity_2m_mean,relative_humidity_2m_mean_p10,relative_humidity_2m_mean_p90,temperature_2m_min_absolute,temperature_2m_max_absolute
1,1,Jan,93.48,21.0,223.65,313.81,245.65,348.86,26.03,24.9,27.25,77.01,65.5,89.0,18.3,34.1
2,2,Feb,63.22,23.55,116.9,306.79,291.33,331.48,26.87,25.6,28.3,75.88,65.1,85.0,19.7,35.5
3,3,Mar,109.79,50.95,175.45,338.37,311.46,357.76,27.43,26.3,28.7,79.51,71.0,86.0,20.1,35.8
4,4,Apr,170.75,103.05,259.1,306.0,278.72,331.88,27.51,26.5,28.7,83.32,78.0,88.0,22.3,34.2
5,5,May,345.59,155.45,624.45,272.53,226.89,313.75,27.32,26.3,28.3,85.76,81.0,90.0,23.6,32.8
6,6,Jun,294.15,184.5,402.4,285.28,271.45,304.57,26.96,26.19,27.8,86.09,82.0,89.0,23.7,30.9
7,7,Jul,228.59,163.3,280.25,304.98,281.85,322.24,26.8,26.0,27.6,85.54,82.0,89.0,23.1,30.6
8,8,Aug,232.58,140.15,330.7,300.61,271.41,336.12,26.54,25.8,27.2,85.82,83.0,89.0,23.1,30.5
9,9,Sep,280.46,168.75,375.5,266.37,220.64,296.35,26.38,25.6,27.2,86.18,81.0,90.0,22.6,30.8
10,10,Oct,374.29,194.8,528.3,258.93,226.45,305.64,26.18,25.3,27.1,86.87,81.0,91.0,22.2,31.7
11,11,Nov,375.26,252.05,536.35,240.31,206.14,268.09,25.81,25.1,26.5,86.99,81.0,91.0,20.3,31.5
12,12,Dec,194.13,70.85,401.55,274.73,232.17,315.16,25.77,24.95,26.6,83.78,76.0,90.0,18.5,33.2
