calendar_month,month,time,precipitation_sum,precipitation_sum_p10,precipitation_sum_p90,sunshine_hours,sunshine_hours_p10,sunshine_hours_p90,temperature_2m_mean,temperature_2m_mean_p10,temperature_2m_mean_p90,relative_humidity_2m_mean,relative_humidity_2m_mean_p10,relative_humidity_2m_mean_p90,temperature_2m_min_absolute,temperature_2m_max_absolute,temperature_2m_mean_min,temperature_2m_mean_max
1,1,Jan,30.07333333333333,9.980000000000002,52.58,274.9901938888889,253.2309222222222,293.8864011111111,22.93505376344086,19.9,25.9,73.18924731182796,63.0,84.0,12.1,34.3,12.1,34.3
2,2,Feb,16.419999999999998,5.4,23.959999999999997,275.0921314814815,261.0316,289.20285222222225,24.16391509433962,20.7,26.9,69.35849056603773,60.0,80.0,12.8,36.2,12.8,36.2
3,3,Mar,13.033333333333333,1.5200000000000002,29.999999999999993,330.66870814814826,314.0004738888889,342.904175,26.006451612903227,22.6,28.7,63.535483870967745,55.0,73.0,11.9,39.7,11.9,39.7
4,4,Apr,21.926666666666666,4.5600000000000005,41.6,345.10442370370373,335.9838266666667,352.3136972222222,28.135111111111108,25.090000000000003,30.4,62.044444444444444,54.0,72.0,15.9,41.4,15.9,41.4
5,5,May,47.02666666666667,4.180000000000001,89.66,357.886415925926,345.57817444444447,370.9241138888889,29.005591397849464,26.3,31.26,64.09677419354838,54.0,77.0,18.0,42.7,18.0,42.7
6,6,Jun,150.48000000000002,71.38000000000001,257.26,309.37508499999996,283.8337688888889,333.4979055555556,28.042888888888886,25.9,30.310000000000002,75.90444444444445,63.0,90.0,21.4,41.1,21.4,41.1
7,7,Jul,82.46000000000001,26.98,142.07999999999998,352.0429922222222,335.4660488888889,366.34916944444444,28.149032258064516,26.9,29.5,75.84946236559139,67.4,84.0,21.9,37.7,21.9,37.7
8,8,Aug,110.13999999999997,69.58,190.56,346.7405224074074,332.5416455555556,356.78509777777776,28.055698924731185,26.9,29.3,78.05591397849463,70.0,85.0,21.8,37.9,21.8,37.9
9,9,Sep,110.70666666666666,68.58,150.68,314.8904222222222,298.27080944444447,329.15431222222225,27.407111111111114,26.0,28.7,81.11777777777777,73.0,88.0,20.4,37.0,20.4,37.0
10,10,Oct,101.95333333333333,31.14,163.28,302.28339759259256,276.8335544444444,330.24566277777774,26.155053763440858,24.34,27.8,79.59569892473118,69.0,89.60000000000002,15.8,36.9,15.8,36.9
11,11,Nov,41.15333333333333,10.200000000000001,82.37999999999998,293.1213562962963,280.1480911111111,305.3326938888889,24.644,22.3,26.41,76.52222222222223,66.0,87.0,14.3,34.0,14.3,34.0
12,12,Dec,23.986666666666668,5.160000000000001,52.22,286.2073511111111,275.4005222222222,304.74150055555555,23.718924731182796,20.8,26.2,74.87741935483871,65.0,85.0,12.4,34.2,12.4,34.2
