calendar_month,month,time,precipitation_sum,precipitation_sum_p10,precipitation_sum_p90,sunshine_hours,sunshine_hours_p10,sunshine_hours_p90,temperature_2m_mean,temperature_2m_mean_p10,temperature_2m_mean_p90,relative_humidity_2m_mean,relative_humidity_2m_mean_p10,relative_humidity_2m_mean_p90,temperature_2m_min_absolute,temperature_2m_max_absolute
1,1,Jan,330.42,210.7,422.75,294.77,253.7,324.96,12.22,11.1,13.35,84.49,76.0,92.0,4.6,21.3
2,2,Feb,369.88,233.9,500.1,248.17,201.05,289.55,12.33,11.2,13.4,86.24,79.0,92.0,6.2,20.7
3,3,Mar,458.14,291.05,723.4,261.89,223.78,318.42,12.28,11.1,13.4,85.83,78.5,92.0,6.1,20.9
4,4,Apr,399.28,256.2,551.45,269.69,225.44,303.71,12.35,11.4,13.21,84.69,78.0,91.0,5.8,20.6
5,5,May,269.11,206.25,364.1,293.31,253.92,326.23,12.44,11.6,13.35,82.98,75.0,90.0,6.0,20.9
6,6,Jun,140.38,66.1,214.95,301.07,262.47,329.53,12.2,11.19,13.2,77.91,68.0,86.0,4.8,20.6
7,7,Jul,86.71,21.6,151.95,316.36,277.53,354.36,12.3,11.2,13.45,71.84,62.0,84.0,4.5,22.3
8,8,Aug,90.64,35.9,130.0,326.82,297.29,353.02,12.62,11.6,13.6,69.46,58.5,81.0,3.6,23.2
9,9,Sep,126.63,66.5,213.5,316.24,286.47,343.97,12.81,11.7,13.9,71.52,59.0,83.0,4.4,23.4
10,10,Oct,271.64,233.15,325.85,301.19,262.65,336.14,12.35,11.5,13.3,81.6,72.0,90.0,5.3,22.2
11,11,Nov,346.46,224.95,566.75,284.12,256.57,310.26,12.17,11.2,13.0,85.82,80.0,92.0,4.5,21.4
12,12,Dec,327.79,199.0,446.8,300.94,267.5,337.8,12.28,11.3,13.2,84.71,77.0,92.0,5.0,21.8
