calendar_month,month,time,precipitation_sum,precipitation_sum_p10,precipitation_sum_p90,sunshine_hours,sunshine_hours_p10,sunshine_hours_p90,temperature_2m_mean,temperature_2m_mean_p10,temperature_2m_mean_p90,relative_humidity_2m_mean,relative_humidity_2m_mean_p10,relative_humidity_2m_mean_p90,temperature_2m_min_absolute,temperature_2m_max_absolute
1,1,Jan,12.65,0.05,25.65,287.82,275.29,300.01,14.84,11.35,18.1,38.93,20.0,65.0,0.3,30.2
2,2,Feb,6.88,0.0,17.75,282.06,265.19,296.46,16.96,12.41,21.4,35.51,18.0,55.0,2.5,33.8
3,3,Mar,6.72,0.45,15.7,348.6,332.44,360.49,20.35,15.5,25.15,31.97,17.0,47.0,5.8,37.5
4,4,Apr,1.75,0.0,5.55,372.5,363.78,379.21,24.34,19.19,29.1,25.47,13.0,38.0,7.5,42.4
5,5,May,1.15,0.0,3.05,405.04,398.87,409.63,27.46,21.7,32.25,25.33,13.5,37.0,10.4,43.9
6,6,Jun,0.45,0.0,0.85,408.93,401.75,412.71,33.29,29.19,37.1,23.13,14.0,33.0,14.6,50.2
7,7,Jul,4.56,0.25,10.65,412.15,401.65,421.73,36.23,33.35,39.15,28.99,17.0,42.0,20.1,50.7
8,8,Aug,11.21,0.4,32.9,391.4,381.71,397.21,35.88,32.95,38.9,31.96,18.0,48.0,19.4,49.0
9,9,Sep,10.36,0.05,20.95,346.17,333.56,356.87,32.2,27.7,36.21,33.01,17.0,54.0,15.2,49.2
10,10,Oct,5.11,0.0,13.55,334.55,328.07,339.55,25.99,21.2,30.8,29.88,16.0,46.0,6.7,45.6
11,11,Nov,5.6,0.0,24.1,293.24,279.89,305.7,19.12,15.1,23.8,33.4,18.0,53.0,4.3,35.2
12,12,Dec,10.17,0.15,20.9,271.37,255.42,286.71,14.71,10.9,18.5,40.83,21.0,66.0,2.4,28.9
