calendar_month,month,time,precipitation_sum,precipitation_sum_p10,precipitation_sum_p90,sunshine_hours,sunshine_hours_p10,sunshine_hours_p90,temperature_2m_mean,temperature_2m_mean_p10,temperature_2m_mean_p90,relative_humidity_2m_mean,relative_humidity_2m_mean_p10,relative_humidity_2m_mean_p90,temperature_2m_min_absolute,temperature_2m_max_absolute
1,1,Jan,29.03,9.65,52.0,281.11,258.47,301.9,22.98,19.95,25.9,73.42,63.0,84.0,12.1,34.3
2,2,Feb,17.42,5.8,28.9,286.8,272.72,301.37,24.24,20.7,26.99,69.55,60.0,80.0,12.9,36.2
3,3,Mar,12.62,1.55,28.0,347.89,329.97,361.19,26.07,22.7,28.8,63.44,55.0,73.0,11.9,39.8
4,4,Apr,20.87,4.0,41.2,349.02,339.76,356.23,28.12,25.0,30.5,61.73,53.9,72.0,15.9,41.4
5,5,May,45.13,4.45,89.65,363.34,349.35,377.58,29.12,26.3,31.4,63.72,54.0,77.0,18.0,42.7
6,6,Jun,148.76,75.1,251.0,318.89,292.16,343.5,28.11,26.0,30.5,75.56,63.0,89.0,21.4,41.2
7,7,Jul,81.96,27.8,140.05,357.83,339.84,375.78,28.2,26.95,29.5,75.6,67.0,84.0,21.9,37.8
8,8,Aug,110.52,71.0,188.8,347.86,333.91,357.74,28.08,26.9,29.3,78.01,70.0,85.0,21.9,37.9
9,9,Sep,111.83,69.4,150.15,326.53,310.41,340.79,27.44,26.1,28.71,81.07,73.0,88.0,20.4,37.0
10,10,Oct,100.44,31.4,161.35,313.85,287.76,342.74,26.19,24.45,27.8,79.56,69.0,89.0,15.8,36.9
11,11,Nov,40.89,10.3,80.0,305.35,291.88,317.92,24.67,22.4,26.41,76.5,66.0,87.0,14.3,34.0
12,12,Dec,25.26,5.6,51.7,292.6,280.79,310.4,23.77,20.85,26.2,75.09,65.0,85.0,12.4,34.2
