time,precipitation_sum,relative_humidity_2m_mean,sunshine_duration,temperature_2m_mean,temperature_2m_min,temperature_2m_max,sunshine_hours,calendar_month
2010-01-01,0.0,75,0.0,0.2,-2.8,1.3,0.0,1
2010-01-02,0.0,85,25254.82,-1.3,-4.3,3.7,7.015227777777778,1
2010-01-03,0.0,90,20468.91,-0.8,-3.5,2.6,5.685808333333333,1
2010-01-04,0.0,77,25542.98,-4.1,-5.9,-1.3,7.095272222222222,1
2010-01-05,0.0,81,18047.76,-2.5,-4.9,0.4,5.0132666666666665,1
2010-01-06,0.2,84,10255.44,-3.1,-4.5,-1.1,2.8487333333333336,1
2010-01-07,4.6,80,20103.4,-3.5,-5.5,-1.3,5.584277777777778,1
2010-01-08,0.0,81,20404.89,-4.1,-6.8,-0.2,5.668025,1
2010-01-09,0.0,74,2052.86,-2.6,-4.4,-1.0,0.570238888888889,1
2010-01-10,0.0,79,6806.45,-0.8,-1.7,0.7,1.8906805555555555,1
2010-01-11,0.0,82,6707.77,-0.8,-2.2,0.7,1.8632694444444446,1
2010-01-12,0.2,82,2533.13,-1.0,-2.3,0.4,0.7036472222222222,1
2010-01-13,5.0,94,2752.68,1.1,-1.2,4.6,0.7646333333333333,1
2010-01-14,1.6,94,20240.13,2.0,0.3,4.5,5.622258333333334,1
2010-01-15,0.0,95,1870.98,1.5,-1.4,4.8,0.5197166666666667,1
2010-01-16,4.7,93,0.0,3.8,1.7,7.4,0.0,1
2010-01-17,1.9,87,27126.79,7.1,3.7,9.4,7.5352194444444445,1
2010-01-18,0.0,98,0.0,2.9,-0.6,5.7,0.0,1
2010-01-19,0.0,94,4108.87,2.4,1.1,3.8,1.1413527777777777,1
2010-01-20,5.1,94,1673.29,1.9,-1.4,5.9,0.4648027777777778,1
2010-01-21,0.0,88,12382.65,4.4,2.9,6.0,3.439625,1
2010-01-22,0.0,88,12741.25,4.7,3.5,6.7,3.5392361111111112,1
2010-01-23,0.8,88,0.0,3.7,2.7,4.8,0.0,1
2010-01-24,1.4,95,0.0,3.7,2.5,5.4,0.0,1
2010-01-25,0.0,91,28450.82,1.8,-2.0,5.8,7.903005555555556,1
2010-01-26,0.0,76,6876.48,-0.5,-3.2,1.7,1.9101333333333332,1
2010-01-27,0.0,67,26027.55,-2.3,-5.4,1.1,7.229875,1
2010-01-28,0.5,88,21600.0,3.7,1.2,5.9,6.0,1
2010-01-29,7.7,94,0.0,3.6,0.8,6.1,0.0,1
2010-01-30,0.0,79,28969.8,-0.5,-3.2,3.1,8.047166666666666,1
2010-01-31,0.1,76,28800.0,-0.8,-3.9,3.9,8.0,1
2010-02-01,0.6,85,26117.26,0.7,-2.2,4.6,7.254794444444444,2
2010-02-02,2.7,90,1940.0,2.9,-1.0,6.8,0.5388888888888889,2
2010-02-03,2.3,90,10016.24,7.5,6.0,9.5,2.782288888888889,2
2010-02-04,0.2,85,22038.76,5.7,3.3,9.5,6.121877777777778,2
2010-02-05,6.0,82,26160.92,7.5,5.0,10.3,7.266922222222222,2
2010-02-06,5.5,90,9352.27,5.9,4.3,7.8,2.597852777777778,2
2010-02-07,0.0,83,2046.19,4.6,2.9,5.8,0.5683861111111111,2
2010-02-08,1.6,87,2709.74,2.6,1.4,4.1,0.7527055555555555,2
2010-02-09,0.0,79,43.44,-0.7,-2.4,1.3,0.012066666666666667,2
2010-02-10,1.3,72,26978.55,-1.7,-4.4,3.2,7.494041666666666,2
2010-02-11,1.0,71,2653.86,-2.6,-4.7,-0.1,0.7371833333333334,2
2010-02-12,0.0,69,19328.17,-2.2,-3.7,0.1,5.36893611111111,2
2010-02-13,0.0,73,4648.91,-2.6,-3.8,-1.5,1.2913638888888888,2
2010-02-14,0.0,69,18190.48,-1.0,-4.2,2.2,5.052911111111111,2
2010-02-15,0.0,79,21927.11,-0.3,-3.7,3.3,6.090863888888889,2
2010-02-16,0.0,72,32999.95,-0.5,-4.4,4.3,9.166652777777777,2
2010-02-17,2.4,93,0.0,1.3,-3.4,4.8,0.0,2
2010-02-18,1.0,88,17332.46,4.2,-0.2,9.4,4.814572222222222,2
2010-02-19,0.0,78,31888.17,4.2,-0.3,7.0,8.857825,2
2010-02-20,0.0,80,23196.26,1.8,-1.2,6.0,6.443405555555555,2
2010-02-21,1.0,83,4966.54,3.5,-0.5,7.9,1.3795944444444443,2
2010-02-22,2.7,80,25561.83,8.2,3.7,13.4,7.100508333333334,2
2010-02-23,7.7,89,18085.4,9.6,8.3,12.8,5.023722222222222,2
2010-02-24,4.6,84,21600.0,8.5,5.8,12.3,6.0,2
2010-02-25,5.2,86,3349.55,9.3,7.8,11.2,0.9304305555555556,2
2010-02-26,5.1,74,25051.73,8.3,5.4,10.5,6.958813888888889,2
2010-02-27,2.0,74,21065.28,7.7,4.2,13.0,5.851466666666666,2
2010-02-28,10.7,80,19705.75,8.3,5.3,12.8,5.473819444444445,2
2010-03-01,0.0,75,29887.32,5.5,0.6,9.4,8.302033333333334,3
2010-03-02,1.7,73,35863.73,6.2,2.5,10.5,9.962147222222223,3
2010-03-03,0.0,61,32387.58,4.9,1.3,8.9,8.996550000000001,3
2010-03-04,0.0,53,36091.99,4.1,1.7,7.5,10.025552777777778,3
2010-03-05,0.0,72,31093.69,1.4,-2.5,5.7,8.637136111111111,3
2010-03-06,0.0,75,29120.38,2.6,-1.1,6.4,8.088994444444445,3
2010-03-07,0.0,55,36412.56,-0.3,-3.6,3.7,10.1146,3
