calendar_month,month,time,precipitation_sum,precipitation_sum_p10,precipitation_sum_p90,sunshine_hours,sunshine_hours_p10,sunshine_hours_p90,temperature_2m_mean,temperature_2m_mean_p10,temperature_2m_mean_p90,relative_humidity_2m_mean,relative_humidity_2m_mean_p10,relative_humidity_2m_mean_p90,temperature_2m_min_absolute,temperature_2m_max_absolute
1,1,Jan,18.77,0.35,56.45,308.25,291.22,320.92,19.07,16.95,21.1,65.36,53.0,77.0,6.2,30.4
2,2,Feb,11.44,0.0,29.6,289.29,267.46,308.23,20.4,17.61,23.79,61.98,47.0,77.0,8.0,35.9
3,3,Mar,13.41,0.0,31.95,322.07,303.85,338.21,23.26,19.75,27.0,57.55,38.0,74.5,9.8,40.3
4,4,Apr,10.84,0.0,13.05,336.27,308.12,361.88,27.52,23.7,31.2,48.58,30.0,65.0,14.3,43.9
5,5,May,1.4,0.0,0.95,381.36,365.15,395.88,31.51,28.5,34.0,46.25,32.0,59.0,17.0,47.2
6,6,Jun,0.02,0.0,0.0,375.54,364.23,386.06,33.99,32.0,36.1,50.23,36.0,62.0,19.3,47.9
7,7,Jul,1.65,0.0,2.75,366.33,348.59,389.4,36.07,34.0,38.2,48.46,36.0,62.0,24.6,47.9
8,8,Aug,1.03,0.0,3.55,359.02,342.02,378.53,35.87,34.25,37.6,48.31,35.0,63.0,25.3,47.9
9,9,Sep,0.34,0.0,0.3,341.02,336.9,345.2,33.32,31.7,35.2,55.25,40.9,68.0,21.3,45.6
10,10,Oct,1.44,0.0,4.5,332.96,325.91,339.88,29.82,27.8,31.7,59.24,44.5,71.0,17.1,43.3
11,11,Nov,5.46,0.3,14.85,297.28,292.85,301.78,25.27,22.7,27.7,58.91,47.0,71.0,12.4,38.3
12,12,Dec,8.23,0.0,26.95,302.56,287.52,313.31,21.08,18.6,23.3,63.69,51.0,76.0,7.9,33.3
