calendar_month,month,time,precipitation_sum,precipitation_sum_p10,precipitation_sum_p90,sunshine_hours,sunshine_hours_p10,sunshine_hours_p90,temperature_2m_mean,temperature_2m_mean_p10,temperature_2m_mean_p90,relative_humidity_2m_mean,relative_humidity_2m_mean_p10,relative_humidity_2m_mean_p90,temperature_2m_min_absolute,temperature_2m_max_absolute
1,1,Jan,101.08,56.1,167.9,157.04,129.38,188.82,1.11,-2.7,5.0,84.11,76.0,92.0,-13.3,14.4
2,2,Feb,68.66,36.4,111.55,181.76,145.59,209.47,2.01,-2.7,6.39,79.39,68.0,90.0,-18.3,16.5
3,3,Mar,71.34,45.4,116.35,258.07,213.73,300.32,5.57,1.4,9.65,74.82,64.0,85.0,-8.5,20.8
4,4,Apr,94.29,35.95,143.95,300.4,248.44,350.51,9.39,4.3,14.1,72.24,61.0,84.0,-4.3,26.0
5,5,May,145.88,89.95,208.75,315.62,281.94,365.44,13.04,8.7,17.5,74.85,64.0,87.0,-0.1,29.5
6,6,Jun,137.53,81.8,188.0,346.62,300.48,398.98,17.95,13.8,22.6,73.81,62.0,85.0,4.2,33.7
7,7,Jul,148.34,63.3,215.15,370.5,326.7,408.37,19.63,15.7,23.65,72.77,61.0,84.0,8.2,34.8
8,8,Aug,135.22,91.75,167.15,331.95,305.2,357.35,19.43,15.1,23.85,75.57,67.0,85.0,8.2,34.3
9,9,Sep,108.24,62.65,158.9,277.14,249.03,305.85,15.34,11.2,19.71,80.12,74.0,87.0,3.6,28.8
10,10,Oct,101.38,59.3,145.75,225.92,187.46,260.28,10.96,6.7,14.75,83.75,76.5,91.0,-2.0,25.2
11,11,Nov,98.56,33.2,142.5,163.42,125.24,198.07,5.56,1.0,9.81,86.79,79.0,94.0,-7.3,20.0
12,12,Dec,108.94,29.25,176.2,139.42,108.16,204.82,2.11,-1.4,5.95,86.96,78.5,95.0,-11.9,13.7
