calendar_month,month,time,precipitation_sum,precipitation_sum_p10,precipitation_sum_p90,sunshine_hours,sunshine_hours_p10,sunshine_hours_p90,temperature_2m_mean,temperature_2m_mean_p10,temperature_2m_mean_p90,relative_humidity_2m_mean,relative_humidity_2m_mean_p10,relative_humidity_2m_mean_p90,temperature_2m_min_absolute,temperature_2m_max_absolute
1,1,Jan,68.02,10.7,119.7,330.87,322.45,343.28,19.82,18.7,21.1,74.35,66.0,84.0,12.0,28.1
2,2,Feb,43.24,4.95,132.9,312.99,292.52,325.9,20.34,19.3,21.4,70.39,61.0,81.0,12.3,31.0
3,3,Mar,49.53,10.2,126.2,343.94,317.6,357.57,20.89,19.7,22.2,70.22,61.0,81.0,13.0,31.0
4,4,Apr,122.57,58.1,227.75,306.17,283.0,325.22,21.19,20.0,22.4,75.99,64.0,89.0,11.7,30.6
5,5,May,352.41,241.55,508.6,267.17,237.39,302.97,20.71,19.5,21.8,86.28,76.0,95.0,13.5,30.2
6,6,Jun,386.32,268.75,518.65,236.12,208.13,272.92,20.35,19.1,21.5,89.47,82.0,95.0,14.5,27.9
7,7,Jul,308.05,205.4,437.3,249.09,222.67,279.79,20.38,19.4,21.2,86.21,77.0,95.0,13.2,27.1
8,8,Aug,386.54,201.7,639.15,261.97,242.8,280.94,20.25,19.1,21.2,87.46,78.0,95.0,13.9,27.6
9,9,Sep,420.18,303.0,565.7,241.54,224.17,262.04,19.99,19.0,20.91,90.09,83.0,96.0,13.7,27.7
10,10,Oct,496.03,351.85,610.75,234.08,209.99,261.86,19.65,18.6,20.7,91.02,84.0,97.0,12.9,26.9
11,11,Nov,338.69,185.4,515.4,233.66,171.7,289.7,19.62,18.6,20.6,87.9,78.0,97.0,13.5,26.9
12,12,Dec,135.88,18.4,307.6,298.89,244.44,330.25,19.67,18.5,20.9,80.22,70.0,91.0,13.2,27.3
