calendar_month,month,time,precipitation_sum,precipitation_sum_p10,precipitation_sum_p90,sunshine_hours,sunshine_hours_p10,sunshine_hours_p90,temperature_2m_mean,temperature_2m_mean_p10,temperature_2m_mean_p90,relative_humidity_2m_mean,relative_humidity_2m_mean_p10,relative_humidity_2m_mean_p90,temperature_2m_min_absolute,temperature_2m_max_absolute,temperature_2m_mean_min,temperature_2m_mean_max
1,1,Jan,166.64,57.140000000000015,274.44,186.91720666666663,157.68795277777778,221.68857111111112,9.63763440860215,6.5,12.960000000000003,81.21290322580646,66.0,92.0,-0.2,21.2,-0.2,21.2
2,2,Feb,132.45999999999998,12.440000000000001,266.8,214.87483814814811,187.98016,250.59626999999998,10.207783018867925,7.1,13.1,78.63915094339623,63.0,90.0,-0.9,22.7,-0.9,22.7
3,3,Mar,147.76666666666668,24.500000000000004,352.5999999999999,270.9577627777778,239.25505722222223,303.40275555555553,11.675053763440859,9.2,14.3,77.34838709677419,61.400000000000006,90.0,2.1,27.7,2.1,27.7
4,4,Apr,122.70666666666666,50.7,220.04,313.02227796296296,290.6268077777778,340.1457272222222,13.821111111111112,10.8,17.310000000000002,77.56222222222222,61.0,88.0,3.5,28.1,3.5,28.1
5,5,May,85.36666666666666,38.28,164.76,359.12471222222223,343.17499055555555,381.8462905555556,16.22021505376344,12.8,20.1,76.64731182795698,61.0,88.0,6.0,31.5,6.0,31.5
6,6,Jun,45.426666666666655,19.400000000000002,75.24,372.7707925925926,353.91951166666666,397.1852511111111,18.32,15.4,22.4,78.16444444444444,65.0,88.0,9.3,34.4,9.3,34.4
7,7,Jul,14.520000000000001,3.2800000000000002,29.459999999999997,397.59322203703704,380.4767366666667,411.0831861111111,20.550537634408602,17.9,24.76,75.79139784946237,58.80000000000001,87.0,11.5,38.4,11.5,38.4
8,8,Aug,14.96,2.1,30.259999999999998,367.2419370370371,355.38088,386.2757727777778,20.626236559139787,18.2,24.360000000000003,75.26881720430107,56.400000000000006,87.0,12.3,37.2,12.3,37.2
9,9,Sep,67.61333333333333,11.080000000000002,135.56,311.23825111111114,291.8985383333333,323.4238011111111,19.505555555555556,16.69,23.2,75.72222222222223,57.900000000000006,89.0,10.4,36.2,10.4,36.2
10,10,Oct,184.72666666666663,109.94,295.74,244.16386148148146,214.70921611111112,278.0956722222222,16.88021505376344,14.1,19.9,79.88602150537635,64.0,91.0,5.3,31.9,5.3,31.9
11,11,Nov,165.06666666666663,61.96000000000001,311.22,199.7302183333333,161.81964555555555,230.34588555555555,12.810222222222222,9.69,15.9,82.16888888888889,70.0,91.0,3.1,23.0,3.1,23.0
12,12,Dec,167.69333333333333,43.66,307.48,186.31553537037036,161.49594555555555,231.07215833333333,10.721720430107528,7.54,13.7,82.16774193548387,70.0,92.0,-0.1,20.9,-0.1,20.9
