calendar_month,time,daytime_temperature,daytime_temperature_p10,daytime_temperature_p90,daylight_hours_sampled
1,Jan,25.99,20.0,30.3,5485
2,Feb,27.35,21.6,31.9,5424
3,Mar,29.5,24.6,33.7,5952
4,Apr,30.33,26.3,33.7,6176
5,May,30.86,28.0,33.0,6448
6,Jun,28.7,26.4,31.5,6240
7,Jul,26.93,25.7,28.3,6448
8,Aug,26.85,25.5,28.2,6448
9,Sep,27.22,25.5,28.9,6199
10,Oct,29.23,26.0,32.4,5527
11,Nov,29.27,24.5,32.7,5280
12,Dec,27.35,21.7,31.5,5456
