calendar_month,month,time,precipitation_sum,precipitation_sum_p10,precipitation_sum_p90,sunshine_hours,sunshine_hours_p10,sunshine_hours_p90,temperature_2m_mean,temperature_2m_mean_p10,temperature_2m_mean_p90,relative_humidity_2m_mean,relative_humidity_2m_mean_p10,relative_humidity_2m_mean_p90,temperature_2m_min_absolute,temperature_2m_max_absolute
1,1,Jan,224.01,109.2,363.15,286.4,236.52,325.56,26.15,25.1,27.1,84.01,78.0,89.0,22.3,33.0
2,2,Feb,111.91,34.95,192.05,286.62,249.01,309.82,26.62,25.6,27.6,81.03,75.0,87.0,22.8,33.3
3,3,Mar,185.96,108.75,268.3,327.46,297.39,344.75,27.14,26.2,28.1,81.89,75.0,86.5,22.4,34.1
4,4,Apr,230.56,195.6,277.35,310.28,277.84,334.22,27.42,26.6,28.2,84.01,81.0,87.0,23.2,32.8
5,5,May,245.82,160.35,306.65,309.85,274.46,333.47,27.85,27.0,28.8,83.54,80.0,87.0,23.3,35.2
6,6,Jun,208.73,110.65,345.5,291.85,249.66,322.28,27.74,26.7,28.7,82.15,77.0,86.0,24.1,33.4
7,7,Jul,153.39,96.85,228.15,312.19,280.82,338.38,27.6,26.7,28.7,81.3,75.5,85.0,23.8,33.4
8,8,Aug,176.52,118.65,256.5,312.28,295.98,334.52,27.35,26.3,28.2,81.64,77.0,86.0,22.7,33.0
9,9,Sep,174.89,85.8,258.4,295.21,257.64,331.63,27.35,26.4,28.3,81.66,76.0,86.0,23.2,33.1
10,10,Oct,216.31,134.75,290.05,296.25,258.46,328.11,27.22,26.3,28.3,82.99,77.0,87.0,23.1,33.8
11,11,Nov,317.99,231.6,428.05,251.94,225.45,272.7,26.65,25.99,27.4,85.51,82.0,89.0,23.5,33.8
12,12,Dec,290.42,220.3,376.7,266.84,230.86,294.9,26.36,25.5,27.1,85.18,81.0,89.0,23.1,33.2
