calendar_month,time,daytime_temperature,daytime_temperature_p10,daytime_temperature_p90,daylight_hours_sampled
1,Jan,23.79,20.0,28.0,7192
2,Feb,23.54,20.2,27.2,5905
3,Mar,22.45,19.1,26.1,6217
4,Apr,20.04,16.0,23.8,5280
5,May,16.77,12.3,20.9,5268
6,Jun,14.27,10.0,17.6,4661
7,Jul,13.94,9.5,17.8,5198
8,Aug,14.98,10.2,19.3,5456
9,Sep,17.53,12.5,23.0,5578
10,Oct,19.52,14.8,24.9,6441
11,Nov,20.87,16.5,25.8,6720
12,Dec,22.49,18.2,27.5,7245
