calendar_month,month,time,precipitation_sum,precipitation_sum_p10,precipitation_sum_p90,sunshine_hours,sunshine_hours_p10,sunshine_hours_p90,temperature_2m_mean,temperature_2m_mean_p10,temperature_2m_mean_p90,relative_humidity_2m_mean,relative_humidity_2m_mean_p10,relative_humidity_2m_mean_p90,temperature_2m_min_absolute,temperature_2m_max_absolute
1,1,Jan,39.84,13.95,70.8,212.62,182.35,251.26,5.15,1.65,9.3,78.44,65.0,91.0,-11.1,18.3
2,2,Feb,29.03,4.2,60.45,237.65,203.22,272.07,6.85,2.9,10.4,70.27,52.1,86.0,-4.5,21.2
3,3,Mar,68.09,10.1,130.25,279.45,214.74,326.84,9.53,5.75,13.65,64.89,44.5,83.0,-3.9,26.2
4,4,Apr,59.83,19.35,101.2,327.94,289.14,357.17,12.97,8.59,17.7,60.88,40.0,79.0,-1.6,32.1
5,5,May,35.21,8.0,60.15,396.32,373.27,413.77,17.47,12.15,22.9,50.4,34.0,70.5,2.0,35.3
6,6,Jun,18.9,2.3,47.95,403.72,380.4,421.57,22.96,17.0,28.91,41.25,27.0,62.0,6.3,40.3
7,7,Jul,5.62,0.4,10.75,433.03,425.7,438.72,27.08,23.1,30.5,31.35,23.0,40.0,12.5,41.3
8,8,Aug,8.52,0.5,18.8,395.71,385.11,403.98,26.63,22.55,30.45,33.62,23.0,45.0,11.1,41.5
9,9,Sep,40.28,6.5,101.35,333.13,316.82,348.39,21.01,16.8,25.1,48.19,32.0,72.1,7.0,38.2
10,10,Oct,60.71,31.8,97.9,274.44,252.88,295.16,15.74,11.55,20.2,63.01,42.0,83.0,1.5,31.1
11,11,Nov,53.84,18.75,94.45,218.02,193.33,251.6,9.38,5.5,13.1,77.11,64.9,89.0,-2.6,22.6
12,12,Dec,40.74,8.25,85.05,203.72,178.81,236.83,6.26,3.15,9.4,80.94,69.0,92.0,-3.7,16.4
