calendar_month,time,daytime_temperature,daytime_temperature_p10,daytime_temperature_p90,daylight_hours_sampled
1,Jan,-1.06,-7.0,4.2,4945
2,Feb,2.36,-4.0,8.73,4708
3,Mar,9.94,1.2,18.5,5952
4,Apr,17.03,8.6,25.3,6356
5,May,23.56,15.6,30.8,7204
6,Jun,27.72,20.6,34.4,7200
7,Jul,28.55,23.1,34.0,7216
8,Aug,27.24,22.3,31.8,6816
9,Sep,23.0,17.0,28.4,6069
10,Oct,15.39,8.8,21.7,5456
11,Nov,7.18,-0.1,13.9,4783
12,Dec,0.09,-5.8,5.5,4464
