calendar_month,time,daytime_temperature,daytime_temperature_p10,daytime_temperature_p90,daylight_hours_sampled
1,Jan,15.25,11.0,19.3,5196
2,Feb,15.92,11.4,20.3,4972
3,Mar,18.07,12.9,23.9,5835
4,Apr,20.84,15.9,26.7,6311
5,May,23.94,18.8,29.0,6944
6,Jun,26.45,22.2,29.9,6720
7,Jul,28.45,24.4,31.3,6944
8,Aug,29.35,25.9,31.7,6556
9,Sep,28.3,24.5,31.1,5836
10,Oct,25.64,21.0,29.4,5813
11,Nov,21.96,16.9,27.0,4856
12,Dec,17.39,12.9,21.6,4960
