calendar_month,time,daytime_temperature,daytime_temperature_p10,daytime_temperature_p90,daylight_hours_sampled
1,Jan,4.83,1.1,8.3,4281
2,Feb,4.72,-0.2,8.8,4564
3,Mar,7.15,3.3,10.9,5988
4,Apr,9.68,5.9,13.6,6635
5,May,13.56,9.3,18.4,7580
6,Jun,16.24,12.1,21.0,7680
7,Jul,19.5,15.0,24.3,7848
8,Aug,19.93,15.6,24.7,7080
9,Sep,16.64,12.7,21.4,6036
10,Oct,11.58,8.0,15.4,5363
11,Nov,6.97,3.3,10.6,4320
12,Dec,4.31,0.5,7.8,4168
