calendar_month,month,time,precipitation_sum,precipitation_sum_p10,precipitation_sum_p90,sunshine_hours,sunshine_hours_p10,sunshine_hours_p90,temperature_2m_mean,temperature_2m_mean_p10,temperature_2m_mean_p90,relative_humidity_2m_mean,relative_humidity_2m_mean_p10,relative_humidity_2m_mean_p90,temperature_2m_min_absolute,temperature_2m_max_absolute
1,1,Jan,75.42,26.2,145.15,212.55,181.77,241.54,7.67,4.4,11.5,79.88,68.0,88.0,-3.9,20.0
2,2,Feb,84.32,44.0,137.1,230.45,195.83,258.46,8.61,4.92,12.1,78.12,67.1,88.0,-10.2,20.9
3,3,Mar,94.89,30.85,155.85,289.07,255.51,313.64,10.9,7.65,13.65,75.09,61.0,86.0,-1.0,24.3
4,4,Apr,65.61,39.35,83.4,327.61,315.23,347.5,14.04,10.9,17.1,73.13,60.9,83.0,-0.1,27.6
5,5,May,77.01,18.65,134.2,370.91,323.88,405.36,17.76,14.9,21.05,71.84,59.0,82.0,5.2,34.8
6,6,Jun,36.05,7.6,85.65,400.53,391.28,410.23,23.08,19.5,26.71,65.46,50.0,79.1,10.0,39.9
7,7,Jul,24.22,11.0,49.85,424.84,414.3,434.5,26.19,23.1,29.3,61.53,49.0,74.0,14.6,40.1
8,8,Aug,27.98,4.9,58.45,396.78,388.46,405.73,26.19,23.4,29.3,62.17,47.5,74.0,14.7,39.3
9,9,Sep,87.42,23.05,151.0,328.47,315.3,340.88,21.72,18.59,24.71,71.72,60.0,81.0,9.3,34.4
10,10,Oct,102.24,28.35,168.8,275.87,248.53,297.86,17.39,14.05,20.1,77.35,66.5,87.0,5.2,31.9
11,11,Nov,148.49,48.3,255.05,214.09,180.91,244.2,12.88,8.9,16.3,81.4,73.0,89.0,-0.2,25.0
12,12,Dec,89.29,19.9,161.75,211.59,196.14,237.84,8.81,5.5,12.5,81.36,71.0,89.5,-4.9,20.5
