calendar_month,month,time,precipitation_sum,precipitation_sum_p10,precipitation_sum_p90,sunshine_hours,sunshine_hours_p10,sunshine_hours_p90,temperature_2m_mean,temperature_2m_mean_p10,temperature_2m_mean_p90,relative_humidity_2m_mean,relative_humidity_2m_mean_p10,relative_humidity_2m_mean_p90,temperature_2m_min_absolute,temperature_2m_max_absolute,temperature_2m_mean_min,temperature_2m_mean_max
1,1,Jan,156.68,83.16,243.7,170.34389055555553,142.75389444444446,190.92040444444444,8.026451612903227,3.0400000000000005,12.3,80.39354838709677,69.0,90.0,-4.5,20.6,-4.5,20.6
2,2,Feb,130.06,51.02,209.1,189.99119148148148,160.36059944444446,215.760235,8.650707547169812,4.1,12.4,77.59433962264151,64.0,89.0,-5.0,24.0,-5.0,24.0
3,3,Mar,117.28666666666668,46.400000000000006,182.2,261.24830944444443,231.49113111111112,290.4827738888889,10.679569892473118,7.5,14.260000000000002,75.50537634408602,62.0,87.0,-1.7,26.7,-1.7,26.7
4,4,Apr,105.04666666666668,45.480000000000004,156.98,286.5289190740741,253.01556055555557,328.26161055555554,12.769555555555556,9.7,16.4,75.50444444444445,61.900000000000006,87.0,-0.1,28.8,-0.1,28.8
5,5,May,105.32000000000001,40.62,163.22,337.02588037037043,303.0800033333333,368.3754377777778,15.126236559139787,11.9,18.660000000000004,78.41720430107527,67.0,87.0,2.4,33.6,2.4,33.6
6,6,Jun,107.12666666666665,58.52,172.61999999999998,340.5700194444444,307.9200344444444,370.43393888888886,18.24111111111111,15.3,21.2,80.63555555555556,73.0,87.0,8.7,40.6,8.7,40.6
7,7,Jul,61.65999999999999,14.58,107.83999999999999,367.97163888888883,337.05598833333335,397.59732833333334,20.25720430107527,17.6,22.7,80.00645161290322,74.0,86.0,10.4,40.2,10.4,40.2
8,8,Aug,63.033333333333324,27.979999999999997,104.11999999999999,351.40528888888895,338.78243944444444,362.44365166666665,20.70731182795699,18.1,23.660000000000004,78.71182795698925,70.0,85.60000000000002,12.1,38.6,12.1,38.6
9,9,Sep,99.02666666666666,41.68000000000001,209.95999999999998,299.4989574074074,278.16933166666666,322.8307238888889,19.019333333333336,15.9,22.6,78.12666666666667,67.0,87.0,7.9,34.8,7.9,34.8
10,10,Oct,104.5,36.38,174.5,242.70488962962966,210.09606777777776,274.0239861111111,16.401505376344087,12.4,20.3,77.0021505376344,63.0,89.0,4.2,32.7,4.2,32.7
11,11,Nov,201.14000000000001,98.64,306.7,179.324197037037,145.87562222222223,207.74065055555553,11.972444444444445,7.890000000000001,15.8,80.0111111111111,67.9,90.0,0.8,24.0,0.8,24.0
12,12,Dec,154.03333333333333,45.14000000000001,266.59999999999997,168.75210574074072,147.18960611111112,208.2721488888889,9.714623655913977,5.7,13.3,79.09677419354838,66.0,90.0,-2.3,20.1,-2.3,20.1
