calendar_month,time,daytime_temperature,daytime_temperature_p10,daytime_temperature_p90,daylight_hours_sampled
1,Jan,6.77,1.4,12.2,5456
2,Feb,7.98,2.8,13.9,4972
3,Mar,12.51,6.9,19.0,5960
4,Apr,17.36,11.8,23.4,6240
5,May,22.0,17.4,26.8,6736
6,Jun,25.02,21.0,29.5,6936
7,Jul,29.39,25.5,33.5,6884
8,Aug,29.93,26.1,34.0,6448
9,Sep,25.86,21.8,29.9,6000
10,Oct,20.88,16.5,25.0,5768
11,Nov,15.78,10.2,20.96,4935
12,Dec,8.68,2.6,14.4,5004
