calendar_month,time,daytime_temperature,daytime_temperature_p10,daytime_temperature_p90,daylight_hours_sampled
1,Jan,-0.61,-8.3,5.4,4160
2,Feb,1.25,-6.2,7.5,4476
3,Mar,5.64,-0.9,12.3,5868
4,Apr,10.93,3.8,18.7,6644
5,May,15.59,9.1,22.5,7880
6,Jun,20.11,14.1,26.0,7908
7,Jul,21.4,15.6,27.3,7976
8,Aug,21.46,15.4,27.9,7227
9,Sep,16.78,11.0,23.0,6064
10,Oct,10.9,5.4,16.9,5287
11,Nov,5.85,0.4,11.2,4172
12,Dec,1.65,-4.2,7.1,3968
