calendar_month,time,daytime_temperature,daytime_temperature_p10,daytime_temperature_p90,daylight_hours_sampled
1,Jan,24.58,17.3,30.1,6869
2,Feb,24.72,18.0,30.2,5876
3,Mar,23.09,15.8,28.9,6182
4,Apr,19.41,12.8,25.4,5400
5,May,15.62,9.5,21.6,5000
6,Jun,12.09,6.2,18.0,4800
7,Jul,11.42,5.5,17.1,5052
8,Aug,12.81,7.15,18.95,5456
9,Sep,14.79,8.4,21.5,5752
10,Oct,17.45,10.5,24.0,6384
11,Nov,20.59,12.8,27.3,6720
12,Dec,23.11,15.4,29.3,6944
