calendar_month,month,time,precipitation_sum,precipitation_sum_p10,precipitation_sum_p90,sunshine_hours,sunshine_hours_p10,sunshine_hours_p90,temperature_2m_mean,temperature_2m_mean_p10,temperature_2m_mean_p90,relative_humidity_2m_mean,relative_humidity_2m_mean_p10,relative_humidity_2m_mean_p90,temperature_2m_min_absolute,temperature_2m_max_absolute
1,1,Jan,20.32,0.45,36.5,323.08,307.91,338.95,26.34,23.85,28.3,65.54,52.0,80.0,13.5,36.4
2,2,Feb,27.54,5.25,60.6,300.23,284.78,312.47,27.69,25.9,29.2,69.1,55.0,78.0,15.1,37.4
3,3,Mar,43.18,13.05,81.15,330.46,319.69,343.0,29.03,27.65,30.4,71.59,64.5,79.0,17.1,38.6
4,4,Apr,73.04,16.75,129.8,329.2,305.09,352.65,30.06,28.0,31.8,71.26,63.0,81.0,19.6,39.0
5,5,May,147.19,63.25,263.55,320.05,279.83,353.13,29.73,27.8,31.75,75.29,65.0,85.0,21.2,39.4
6,6,Jun,143.69,94.3,198.2,281.63,259.24,307.35,28.81,27.69,30.01,77.01,69.9,84.0,24.2,37.9
7,7,Jul,179.28,117.6,259.55,252.26,203.12,295.14,28.09,26.95,29.3,79.35,72.0,86.0,23.8,38.4
8,8,Aug,176.15,102.15,236.95,250.45,209.38,283.12,27.91,26.85,29.0,80.02,74.0,86.0,23.6,36.5
9,9,Sep,294.42,200.45,399.6,240.43,207.45,278.38,27.42,26.29,28.5,83.18,77.0,88.0,23.0,33.9
10,10,Oct,222.74,156.15,268.05,279.13,247.9,312.27,27.09,25.8,28.2,82.56,75.0,88.0,20.4,34.2
11,11,Nov,69.21,13.8,124.75,292.58,264.75,313.84,27.14,25.7,28.5,73.73,61.0,86.0,17.5,35.9
12,12,Dec,14.99,4.0,33.95,315.72,299.2,327.72,26.36,23.35,28.6,64.28,53.0,77.0,13.9,35.9
