calendar_month,month,time,precipitation_sum,precipitation_sum_p10,precipitation_sum_p90,sunshine_hours,sunshine_hours_p10,sunshine_hours_p90,temperature_2m_mean,temperature_2m_mean_p10,temperature_2m_mean_p90,relative_humidity_2m_mean,relative_humidity_2m_mean_p10,relative_humidity_2m_mean_p90,temperature_2m_min_absolute,temperature_2m_max_absolute
1,1,Jan,19.1,7.15,39.15,323.23,299.29,348.63,27.5,26.6,28.3,76.91,61.5,84.0,19.2,33.9
2,2,Feb,37.48,11.0,76.55,291.75,263.92,317.63,28.06,27.2,28.9,79.86,76.0,84.0,20.4,34.4
3,3,Mar,70.36,40.75,103.5,310.5,277.9,352.31,28.44,27.6,29.3,80.77,77.0,84.0,24.0,34.3
4,4,Apr,91.86,38.45,135.65,292.42,265.48,322.08,28.33,27.3,29.4,80.88,76.0,85.0,23.6,33.8
5,5,May,169.64,101.1,251.1,281.2,262.69,297.22,27.63,26.4,28.8,83.06,77.0,87.0,23.8,32.9
6,6,Jun,262.1,175.9,349.7,243.1,215.47,269.67,26.23,25.3,27.3,85.85,82.0,89.0,23.1,31.0
7,7,Jul,186.24,125.8,266.85,272.78,258.22,287.84,25.39,24.7,26.0,85.62,82.0,89.0,22.5,29.1
8,8,Aug,121.13,65.85,172.5,276.63,241.53,311.35,25.07,24.5,25.8,85.56,82.5,89.0,22.1,28.4
9,9,Sep,200.84,137.2,308.2,250.47,227.4,268.18,25.46,24.8,26.11,86.82,84.0,89.0,22.9,29.0
10,10,Oct,153.44,103.15,185.9,279.24,263.56,303.98,26.3,25.4,27.2,86.22,83.0,89.0,22.8,30.6
11,11,Nov,64.89,39.35,94.15,310.78,301.16,322.81,27.32,26.5,28.1,83.77,80.0,87.0,23.1,34.1
12,12,Dec,22.99,9.25,39.15,326.96,318.28,338.06,27.55,26.7,28.3,78.2,68.0,85.0,20.6,33.4
