calendar_month,month,time,precipitation_sum,precipitation_sum_p10,precipitation_sum_p90,sunshine_hours,sunshine_hours_p10,sunshine_hours_p90,temperature_2m_mean,temperature_2m_mean_p10,temperature_2m_mean_p90,relative_humidity_2m_mean,relative_humidity_2m_mean_p10,relative_humidity_2m_mean_p90,temperature_2m_min_absolute,temperature_2m_max_absolute
1,1,Jan,56.96,27.35,74.7,87.78,72.51,104.0,1.64,-2.9,5.9,85.91,74.0,94.0,-13.7,10.9
2,2,Feb,44.61,20.9,85.6,135.45,99.64,172.52,1.75,-3.1,5.8,83.53,71.0,93.0,-12.3,12.0
3,3,Mar,39.58,14.0,71.1,215.45,181.03,257.13,3.75,-0.05,7.1,80.33,67.0,92.0,-9.2,16.0
4,4,Apr,38.4,22.6,66.35,311.16,290.19,338.15,7.29,3.89,11.0,74.42,63.0,87.1,-8.0,20.3
5,5,May,50.02,17.55,80.2,369.94,334.35,422.53,11.92,8.1,15.9,73.12,61.0,86.0,0.6,25.3
6,6,Jun,58.46,26.0,81.15,383.04,353.52,407.02,15.92,13.19,19.0,73.64,63.0,83.0,6.3,28.5
7,7,Jul,70.79,31.95,102.5,373.75,319.13,412.45,17.88,15.2,21.1,74.59,64.0,85.0,9.9,29.2
8,8,Aug,75.96,40.0,141.45,338.72,308.97,359.85,17.57,15.2,20.45,76.5,67.0,86.0,9.6,28.1
9,9,Sep,54.44,26.2,80.1,264.94,222.18,299.77,14.85,12.0,17.8,78.62,69.0,88.0,5.5,26.1
10,10,Oct,70.12,34.65,99.05,167.54,128.71,198.13,10.7,7.6,13.6,82.43,72.0,91.0,-1.8,19.3
11,11,Nov,52.3,22.9,101.5,91.17,67.59,107.51,6.55,2.2,10.3,85.74,78.0,93.0,-9.2,16.8
12,12,Dec,58.37,32.95,76.4,69.26,47.22,93.28,3.43,-1.45,7.2,87.05,79.0,94.0,-15.0,11.9
