calendar_month,time,daytime_temperature,daytime_temperature_p10,daytime_temperature_p90,daylight_hours_sampled
1,Jan,27.6,24.5,30.49,5952
2,Feb,28.6,24.9,31.8,5424
3,Mar,28.7,25.3,31.9,5952
4,Apr,28.46,25.6,31.2,5760
5,May,28.65,25.9,31.2,5952
6,Jun,28.78,25.7,31.3,5760
7,Jul,28.8,25.41,31.6,5952
8,Aug,28.39,25.2,31.0,5952
9,Sep,28.24,25.2,30.9,5760
10,Oct,27.89,24.4,30.9,6174
11,Nov,27.29,24.3,29.9,5643
12,Dec,27.33,24.7,29.9,5952
