calendar_month,time,daytime_temperature,daytime_temperature_p10,daytime_temperature_p90,daylight_hours_sampled
1,Jan,-2.67,-11.3,3.6,4464
2,Feb,-1.25,-10.1,5.2,4555
3,Mar,4.14,-2.9,11.6,5922
4,Apr,11.22,4.3,18.5,6623
5,May,17.13,10.5,23.8,7568
6,Jun,21.56,15.5,27.5,8159
7,Jul,23.01,17.3,28.7,7916
8,Aug,22.69,16.3,29.1,7200
9,Sep,17.32,10.9,24.3,6080
10,Oct,10.31,4.4,16.7,5272
11,Nov,4.59,-1.3,10.6,4384
12,Dec,-0.26,-6.2,5.0,4043
