calendar_month,time,daytime_temperature,daytime_temperature_p10,daytime_temperature_p90,daylight_hours_sampled
1,Jan,21.85,16.4,25.7,5049
2,Feb,22.99,18.3,26.4,5289
3,Mar,23.92,19.8,27.3,5952
4,Apr,25.72,22.8,28.3,6048
5,May,26.99,24.3,29.6,6702
6,Jun,28.02,25.6,30.3,6720
7,Jul,28.91,26.5,31.1,6944
8,Aug,29.12,26.7,31.4,6560
9,Sep,28.39,26.3,30.4,5760
10,Oct,26.95,24.6,29.2,5572
11,Nov,24.77,21.4,27.8,5280
12,Dec,23.23,18.3,26.4,5196
