calendar_month,month,time,precipitation_sum,precipitation_sum_p10,precipitation_sum_p90,sunshine_hours,sunshine_hours_p10,sunshine_hours_p90,temperature_2m_mean,temperature_2m_mean_p10,temperature_2m_mean_p90,relative_humidity_2m_mean,relative_humidity_2m_mean_p10,relative_humidity_2m_mean_p90,temperature_2m_min_absolute,temperature_2m_max_absolute
1,1,Jan,72.75,46.1,115.5,110.61,89.37,129.05,3.92,-1.3,9.1,86.5,78.0,94.0,-9.4,15.0
2,2,Feb,56.61,23.45,97.25,144.85,108.07,181.81,4.85,-0.2,9.3,81.44,70.0,91.0,-10.3,17.9
3,3,Mar,54.78,14.7,85.95,227.87,162.25,277.73,7.01,2.9,10.75,77.64,68.0,88.0,-9.4,22.4
4,4,Apr,41.55,17.3,83.0,301.53,254.9,336.9,9.93,5.7,14.4,72.42,61.0,83.0,-3.5,26.8
5,5,May,59.78,27.5,102.25,331.37,304.71,367.84,13.3,9.6,17.5,72.65,61.0,84.0,0.5,29.4
6,6,Jun,60.25,25.55,96.85,343.89,291.31,381.47,16.98,13.49,21.4,72.08,61.0,84.0,4.1,32.7
7,7,Jul,59.71,18.8,95.6,356.78,321.12,394.36,18.65,15.5,22.25,71.55,61.0,82.0,6.9,38.1
8,8,Aug,69.29,36.2,108.45,324.5,298.9,351.08,18.51,15.65,21.9,73.05,63.0,82.0,8.7,35.1
9,9,Sep,55.82,28.4,89.3,261.71,244.19,281.32,15.77,12.3,19.5,76.64,68.0,85.0,3.2,32.0
10,10,Oct,74.29,32.25,122.15,194.38,169.03,223.49,12.43,8.85,16.15,81.6,73.0,89.0,-0.2,25.8
11,11,Nov,68.68,35.35,96.5,131.65,110.56,149.67,7.92,3.88,12.11,86.5,79.0,93.0,-4.5,19.9
12,12,Dec,72.44,40.75,107.35,104.7,76.98,132.52,5.46,0.05,9.9,87.51,79.0,94.0,-7.0,16.5
