calendar_month,time,daytime_temperature,daytime_temperature_p10,daytime_temperature_p90,daylight_hours_sampled
1,Jan,6.47,2.6,10.31,4020
2,Feb,7.24,3.4,11.3,4438
3,Mar,8.17,4.2,12.1,5864
4,Apr,9.81,6.2,13.2,6777
5,May,12.56,8.8,16.3,7877
6,Jun,15.07,11.5,18.6,8076
7,Jul,16.88,13.6,20.2,7936
8,Aug,16.62,13.5,19.6,7310
9,Sep,15.01,11.7,18.0,6112
10,Oct,12.57,9.3,15.7,5225
11,Nov,9.22,5.3,13.1,4161
12,Dec,7.43,3.47,11.4,3968
