calendar_month,month,time,precipitation_sum,precipitation_sum_p10,precipitation_sum_p90,sunshine_hours,sunshine_hours_p10,sunshine_hours_p90,temperature_2m_mean,temperature_2m_mean_p10,temperature_2m_mean_p90,relative_humidity_2m_mean,relative_humidity_2m_mean_p10,relative_humidity_2m_mean_p90,temperature_2m_min_absolute,temperature_2m_max_absolute
1,1,Jan,71.21,11.35,133.4,218.22,184.31,251.71,8.46,6.1,10.8,72.36,56.5,87.0,-1.0,18.6
2,2,Feb,77.82,9.6,149.05,230.04,201.37,263.75,8.8,5.93,11.49,73.33,59.0,85.0,-7.2,19.5
3,3,Mar,89.36,17.55,196.4,294.49,255.69,338.34,11.14,8.7,13.7,70.74,53.0,84.0,1.1,24.4
4,4,Apr,75.64,30.4,153.55,331.97,303.9,353.36,14.1,11.2,16.8,72.24,57.0,86.0,4.0,27.1
5,5,May,66.69,28.3,111.75,377.59,346.91,406.51,17.42,14.5,20.6,74.54,63.0,86.0,7.7,31.0
6,6,Jun,46.37,8.25,74.25,413.52,396.08,432.99,22.08,19.0,25.41,74.55,61.0,85.0,12.7,35.0
7,7,Jul,22.67,5.0,60.2,437.56,426.06,446.97,24.83,22.5,27.2,70.63,55.0,83.0,14.8,34.9
8,8,Aug,23.51,7.6,57.0,393.83,385.76,401.8,24.93,22.4,27.55,68.92,52.5,83.0,15.7,35.4
9,9,Sep,45.32,23.25,64.8,326.86,316.13,340.38,21.36,18.6,24.2,69.75,55.0,83.0,10.5,32.5
10,10,Oct,119.09,46.4,186.85,273.69,250.61,300.77,17.36,14.6,19.85,74.74,61.0,87.0,7.4,27.9
11,11,Nov,148.34,25.1,320.25,219.86,195.88,246.91,12.68,9.4,15.6,73.45,56.0,87.1,1.9,24.9
12,12,Dec,84.17,11.45,162.4,220.18,191.57,251.41,9.57,7.25,11.95,73.71,57.0,87.0,-1.9,20.5
