time,precipitation_sum,relative_humidity_2m_mean,sunshine_duration,temperature_2m_mean,temperature_2m_min,temperature_2m_max,sunshine_hours,calendar_month
2010-01-01,1.3,72,30515.12,12.5,11.1,14.0,8.476422222222222,1
2010-01-02,1.0,83,20890.39,12.9,11.0,15.3,5.8028861111111105,1
2010-01-03,21.7,89,1688.25,14.2,11.8,15.6,0.4689583333333333,1
2010-01-04,11.2,94,24194.37,13.1,11.7,14.0,6.720658333333333,1
2010-01-05,0.0,85,30860.11,12.0,10.5,13.7,8.572252777777777,1
2010-01-06,7.4,85,4481.12,10.2,9.5,11.1,1.2447555555555556,1
2010-01-07,2.6,73,30906.16,8.9,7.0,10.6,8.585044444444444,1
2010-01-08,0.3,66,30915.52,7.2,4.9,9.5,8.587644444444445,1
2010-01-09,0.0,71,29574.79,7.2,4.3,10.1,8.215219444444445,1
2010-01-10,12.6,80,9797.93,7.6,5.5,10.5,2.7216472222222223,1
2010-01-11,2.3,90,27651.69,10.7,5.6,13.5,7.681025,1
2010-01-12,24.1,87,0.0,13.8,12.1,15.1,0.0,1
2010-01-13,9.8,90,0.0,14.0,12.0,16.1,0.0,1
2010-01-14,1.1,77,31017.84,13.5,11.8,14.9,8.616066666666667,1
2010-01-15,2.1,88,3619.94,12.5,9.4,14.4,1.005538888888889,1
2010-01-16,1.1,92,14728.89,15.0,14.3,16.2,4.091358333333333,1
2010-01-17,0.5,92,17002.17,14.3,12.9,15.7,4.722824999999999,1
2010-01-18,0.9,91,15480.88,14.5,12.2,16.4,4.300244444444444,1
2010-01-19,0.6,87,25461.89,14.1,12.6,15.2,7.072747222222222,1
2010-01-20,0.8,82,31546.18,13.2,11.6,14.5,8.762827777777778,1
2010-01-21,0.0,89,29562.94,12.0,9.1,15.3,8.211927777777777,1
2010-01-22,3.0,91,12778.25,13.4,12.6,15.0,3.549513888888889,1
2010-01-23,5.6,86,26964.78,12.0,10.2,14.1,7.490216666666666,1
2010-01-24,0.1,82,32132.87,12.4,11.1,14.8,8.925797222222222,1
2010-01-25,0.0,75,32702.07,10.7,8.2,13.9,9.083908333333333,1
2010-01-26,0.0,65,23179.7,8.8,5.8,11.9,6.438805555555556,1
