calendar_month,time,daytime_temperature,daytime_temperature_p10,daytime_temperature_p90,daylight_hours_sampled
1,Jan,15.24,7.2,22.0,5060
2,Feb,16.72,9.1,24.2,4979
3,Mar,18.55,10.4,26.4,5952
4,Apr,21.62,13.2,30.2,6228
5,May,24.94,15.7,34.3,6944
6,Jun,27.99,18.3,36.9,6720
7,Jul,32.0,21.4,40.7,6944
8,Aug,32.59,22.5,40.7,6709
9,Sep,28.22,19.9,35.6,5760
10,Oct,24.94,16.5,33.0,5688
11,Nov,19.45,12.0,27.19,5032
12,Dec,16.25,8.5,22.6,4960
