calendar_month,month,time,precipitation_sum,precipitation_sum_p10,precipitation_sum_p90,sunshine_hours,sunshine_hours_p10,sunshine_hours_p90,temperature_2m_mean,temperature_2m_mean_p10,temperature_2m_mean_p90,relative_humidity_2m_mean,relative_humidity_2m_mean_p10,relative_humidity_2m_mean_p90,temperature_2m_min_absolute,temperature_2m_max_absolute
1,1,Jan,10.29,0.25,36.55,327.14,316.2,334.06,25.73,24.8,26.8,72.98,65.0,80.0,17.8,34.5
2,2,Feb,7.26,0.15,7.9,314.66,305.84,321.34,25.8,24.7,26.8,71.81,64.0,78.0,17.4,33.5
3,3,Mar,7.13,0.0,7.7,360.89,353.17,364.87,26.11,24.9,27.3,70.75,62.0,78.0,17.2,34.1
4,4,Apr,0.83,0.0,1.85,360.58,357.61,363.36,26.7,25.1,28.21,70.07,63.0,77.0,19.0,34.5
5,5,May,31.34,0.75,67.0,374.27,351.24,389.82,27.75,26.0,29.15,73.22,66.0,80.0,19.2,35.3
6,6,Jun,256.67,131.2,449.5,298.29,259.14,336.69,27.03,25.5,28.6,82.41,74.0,90.0,21.6,34.8
7,7,Jul,210.92,82.15,406.35,328.63,283.11,357.32,27.36,26.0,28.6,82.72,77.0,89.0,21.8,34.1
8,8,Aug,291.03,154.5,402.8,300.1,267.1,331.87,27.0,25.5,28.4,84.66,78.5,92.0,21.6,33.1
9,9,Sep,408.76,182.1,666.5,261.32,224.4,294.71,26.39,25.0,27.7,86.85,80.0,94.0,21.4,32.9
10,10,Oct,206.87,76.45,301.35,299.16,277.44,324.42,26.49,25.3,27.5,86.12,82.0,92.0,19.7,32.6
11,11,Nov,40.98,8.6,81.95,323.79,315.38,329.85,26.45,25.4,27.4,81.58,76.0,86.0,19.5,32.5
12,12,Dec,9.02,1.8,23.0,333.58,327.5,337.98,25.98,24.8,27.1,76.17,70.0,82.0,19.1,33.2
