calendar_month,month,time,precipitation_sum,precipitation_sum_p10,precipitation_sum_p90,sunshine_hours,sunshine_hours_p10,sunshine_hours_p90,temperature_2m_mean,temperature_2m_mean_p10,temperature_2m_mean_p90,relative_humidity_2m_mean,relative_humidity_2m_mean_p10,relative_humidity_2m_mean_p90,temperature_2m_min_absolute,temperature_2m_max_absolute
1,1,Jan,36.72,14.65,53.0,299.7,274.95,318.77,22.43,19.6,24.75,72.57,60.0,83.0,11.1,32.0
2,2,Feb,31.53,11.65,51.4,291.44,281.22,301.85,23.25,20.11,25.2,71.82,61.0,81.0,13.8,32.4
3,3,Mar,22.17,6.85,36.35,341.38,329.58,351.11,24.0,21.4,26.2,68.05,59.0,77.0,14.3,33.3
4,4,Apr,31.9,10.8,53.2,363.32,353.87,369.35,25.85,24.0,27.7,68.04,59.9,77.0,17.2,36.3
5,5,May,88.77,29.9,222.8,375.19,352.57,399.98,26.85,25.1,28.4,71.65,63.0,82.0,18.9,36.5
6,6,Jun,133.62,77.3,194.1,336.69,309.31,362.36,27.52,26.1,28.9,77.16,70.0,84.0,21.6,35.9
7,7,Jul,87.92,60.05,115.05,378.98,367.1,393.76,28.3,27.2,29.3,75.41,70.0,81.0,23.0,36.5
8,8,Aug,124.34,86.5,170.4,363.19,348.9,377.92,28.41,27.2,29.4,75.85,70.0,82.0,22.9,36.0
9,9,Sep,116.96,59.05,188.2,317.59,291.91,336.82,27.64,26.6,28.6,78.82,73.0,84.0,21.8,34.7
10,10,Oct,95.49,50.7,151.35,309.44,292.14,326.75,26.42,25.2,27.7,76.6,66.5,86.0,19.1,33.7
11,11,Nov,41.19,8.95,80.85,299.06,278.43,313.9,24.73,22.89,26.51,73.87,64.0,82.0,16.7,32.8
12,12,Dec,33.67,8.75,63.75,302.31,287.96,319.61,23.49,20.75,25.6,74.17,63.0,83.0,13.3,31.4
