time,precipitation_sum,relative_humidity_2m_mean,sunshine_duration,temperature_2m_mean,temperature_2m_min,temperature_2m_max,sunshine_hours,calendar_month
2010-01-01,0.0,33,33492.23,15.6,8.1,24.4,9.303397222222223,1
2010-01-02,0.0,42,32680.22,15.4,7.1,24.3,9.07783888888889,1
2010-01-03,0.0,38,33574.46,16.8,8.3,26.5,9.326238888888888,1
2010-01-04,0.0,33,33656.44,17.3,8.7,27.1,9.349011111111112,1
2010-01-05,0.0,40,33744.22,16.3,7.6,26.0,9.373394444444445,1
2010-01-06,0.0,40,33837.8,16.0,7.4,25.3,9.39938888888889,1
2010-01-07,0.0,39,33692.5,15.4,6.6,24.4,9.359027777777778,1
2010-01-08,0.0,38,33878.75,16.1,7.1,25.5,9.410763888888889,1
2010-01-09,0.0,31,33986.57,17.3,9.9,26.2,9.440713888888888,1
2010-01-10,0.0,34,32722.72,17.0,9.6,25.6,9.089644444444446,1
2010-01-11,0.0,34,33895.71,17.1,8.5,26.2,9.415474999999999,1
2010-01-12,0.0,32,34345.43,18.3,10.2,27.3,9.540397222222222,1
2010-01-13,0.0,36,34160.24,17.8,9.9,26.4,9.488955555555554,1
2010-01-14,0.0,32,34455.74,15.9,8.6,21.5,9.571038888888888,1
2010-01-15,0.0,27,34512.57,18.2,12.5,25.7,9.586825,1
2010-01-16,0.0,31,32481.13,17.9,11.1,24.9,9.022536111111112,1
2010-01-17,0.0,43,33254.3,15.6,7.6,23.4,9.237305555555556,1
2010-01-18,0.0,40,34688.08,16.4,8.9,25.2,9.635577777777778,1
2010-01-19,0.0,61,34747.81,15.2,9.8,21.8,9.652169444444445,1
2010-01-20,4.0,78,30918.05,15.6,12.8,19.2,8.588347222222222,1
2010-01-21,3.3,77,33704.86,16.8,13.7,20.9,9.362461111111111,1
2010-01-22,24.5,83,22875.92,15.5,12.6,17.6,6.3544222222222215,1
2010-01-23,1.3,73,34459.44,12.8,9.7,16.4,9.572066666666668,1
2010-01-24,0.0,58,35317.98,12.0,6.7,18.6,9.810550000000001,1
2010-01-25,0.0,58,35381.83,12.9,6.5,21.2,9.828286111111112,1
2010-01-26,0.0,68,34523.29,14.6,8.0,23.7,9.589802777777779,1
2010-01-27,5.6,82,32421.01,13.6,10.2,18.8,9.00583611111111,1
2010-01-28,0.0,84,33475.57,12.6,8.4,16.8,9.298769444444444,1
2010-01-29,0.0,72,35737.82,13.4,7.6,20.1,9.927172222222222,1
2010-01-30,0.0,67,30902.27,14.6,8.7,21.5,8.583963888888889,1
2010-01-31,0.0,72,34770.36,15.5,10.4,20.5,9.658433333333333,1
2010-02-01,0.0,72,33041.7,15.4,9.6,21.9,9.178249999999998,2
2010-02-02,4.5,72,21832.71,15.7,10.7,22.2,6.064641666666667,2
2010-02-03,18.8,91,25015.02,13.2,11.8,15.6,6.948616666666667,2
2010-02-04,0.0,81,34851.78,14.2,10.6,19.1,9.681049999999999,2
2010-02-05,0.0,75,36443.55,14.6,8.8,21.5,10.123208333333334,2
2010-02-06,0.0,73,36539.3,13.9,7.3,21.2,10.149805555555556,2
2010-02-07,0.0,75,36217.24,13.4,8.2,19.0,10.060344444444445,2
2010-02-08,0.0,68,36733.02,12.5,6.7,18.8,10.203616666666665,2
2010-02-09,0.0,63,34121.94,13.2,6.6,19.9,9.478316666666668,2
2010-02-10,0.6,71,31559.18,12.9,8.8,17.3,8.766438888888889,2
2010-02-11,0.0,70,37027.51,11.7,6.2,18.6,10.285419444444445,2
2010-02-12,0.0,63,37126.3,14.6,7.3,22.8,10.312861111111111,2
2010-02-13,0.0,56,37225.24,17.1,10.0,25.8,10.340344444444444,2
2010-02-14,0.0,59,37324.24,17.3,9.0,26.1,10.367844444444444,2
2010-02-15,0.0,49,37423.55,18.7,10.2,27.8,10.395430555555556,2
2010-02-16,0.0,50,37523.99,18.4,9.7,27.2,10.423330555555555,2
2010-02-17,0.0,46,37625.5,18.3,9.0,27.3,10.451527777777779,2
2010-02-18,0.0,43,37727.99,17.7,7.9,26.3,10.479997222222222,2
2010-02-19,0.0,42,37831.35,17.8,9.3,25.8,10.508708333333333,2
2010-02-20,0.0,68,37935.48,14.8,10.3,20.3,10.537633333333334,2
2010-02-21,0.0,62,38040.29,14.9,8.0,20.8,10.566747222222222,2
2010-02-22,0.0,59,38145.66,15.5,8.2,21.8,10.596016666666667,2
2010-02-23,0.0,37,38251.54,15.2,8.3,22.1,10.625427777777778,2
2010-02-24,0.0,24,38357.79,16.5,7.0,26.1,10.654941666666668,2
2010-02-25,0.0,30,38464.35,18.1,9.9,27.1,10.684541666666666,2
2010-02-26,0.0,32,38571.12,19.0,10.5,27.3,10.7142,2
2010-02-27,0.0,36,38678.0,18.1,9.2,27.1,10.74388888888889,2
2010-02-28,0.8,54,38784.94,15.9,12.3,20.5,10.773594444444445,2
2010-03-01,0.0,46,38867.56,16.6,8.4,24.2,10.796544444444443,3
