calendar_month,time,daytime_temperature,daytime_temperature_p10,daytime_temperature_p90,daylight_hours_sampled
1,Jan,28.06,25.0,30.6,5952
2,Feb,28.72,25.2,31.4,5424
3,Mar,29.25,25.7,32.2,5952
4,Apr,28.93,25.9,31.8,5760
5,May,27.62,25.3,29.9,6352
6,Jun,27.18,25.1,29.2,6061
7,Jul,27.25,25.2,29.4,5952
8,Aug,27.19,25.2,29.2,5952
9,Sep,27.06,25.2,28.9,5760
10,Oct,26.83,25.0,28.6,5736
11,Nov,26.69,24.7,28.8,5280
12,Dec,27.49,24.8,30.1,5768
