time,precipitation_sum,relative_humidity_2m_mean,sunshine_duration,temperature_2m_mean,temperature_2m_min,temperature_2m_max,sunshine_hours,calendar_month
2010-01-01,0.0,87,7452.34,-7.5,-8.7,-6.3,2.0700944444444445,1
2010-01-02,0.0,84,19418.34,-6.2,-9.4,-3.7,5.393983333333334,1
2010-01-03,0.0,80,11394.93,-8.4,-10.7,-5.9,3.1652583333333335,1
2010-01-04,1.3,90,6331.22,-2.7,-5.7,-0.3,1.7586722222222222,1
2010-01-05,1.1,95,0.0,-1.3,-2.1,-0.7,0.0,1
2010-01-06,1.7,92,14351.69,-3.3,-5.5,-1.3,3.986580555555556,1
2010-01-07,0.0,89,3110.52,-6.8,-7.6,-5.6,0.8640333333333333,1
2010-01-08,0.0,82,20100.56,-10.3,-11.9,-7.1,5.58348888888889,1
2010-01-09,0.0,84,14413.42,-6.7,-11.4,-1.4,4.003727777777778,1
2010-01-10,0.0,76,810.87,-0.8,-2.5,-0.1,0.22524166666666667,1
2010-01-11,0.0,74,19819.04,-1.8,-2.5,-1.2,5.505288888888889,1
2010-01-12,1.0,93,223.08,-1.0,-2.2,0.1,0.06196666666666667,1
2010-01-13,0.0,91,4157.34,0.4,-0.2,1.0,1.1548166666666666,1
2010-01-14,0.0,85,9107.97,-0.9,-1.7,-0.0,2.5299916666666666,1
2010-01-15,0.0,90,0.0,-1.6,-2.1,-0.9,0.0,1
2010-01-16,0.0,85,0.0,-1.2,-1.7,-0.9,0.0,1
2010-01-17,0.1,85,0.0,-1.9,-2.7,-1.2,0.0,1
2010-01-18,0.0,94,11184.43,-1.4,-3.5,-0.2,3.106786111111111,1
2010-01-19,0.0,91,6462.91,-0.8,-2.2,0.0,1.7952527777777778,1
2010-01-20,0.3,88,1457.04,-1.0,-2.6,0.1,0.40473333333333333,1
2010-01-21,0.0,82,7579.23,-1.6,-2.6,-0.2,2.1053416666666664,1
2010-01-22,0.0,80,0.0,-2.1,-2.5,-1.6,0.0,1
2010-01-23,0.0,79,11600.41,-3.6,-4.7,-2.4,3.2223361111111113,1
2010-01-24,0.0,69,11381.91,-4.5,-5.8,-3.4,3.1616416666666667,1
2010-01-25,0.0,75,20300.89,-5.4,-7.4,-2.7,5.639136111111111,1
2010-01-26,0.0,83,18910.93,-6.9,-10.7,-2.6,5.253036111111111,1
2010-01-27,6.7,90,0.0,-2.7,-4.2,2.0,0.0,1
2010-01-28,0.0,83,24733.1,-0.2,-2.2,1.1,6.870305555555555,1
2010-01-29,3.3,95,0.0,-3.6,-5.1,-2.5,0.0,1
2010-01-30,1.9,83,19523.14,-9.4,-15.4,-4.6,5.423094444444445,1
2010-01-31,2.2,94,0.0,-5.3,-15.4,-1.5,0.0,1
2010-02-01,0.5,96,0.0,-2.1,-5.4,-0.1,0.0,2
2010-02-02,8.9,94,4417.04,-2.9,-6.6,0.1,1.2269555555555556,2
2010-02-03,1.7,91,16436.22,-1.3,-1.8,-0.1,4.565616666666667,2
2010-02-04,0.0,92,25741.4,-3.5,-6.8,-1.4,7.150388888888889,2
2010-02-05,0.0,92,8498.31,-0.9,-3.5,1.0,2.3606416666666665,2
2010-02-06,0.0,89,3191.47,-1.9,-2.5,-1.4,0.8865194444444444,2
2010-02-07,0.0,90,3664.35,-3.6,-5.3,-2.4,1.017875,2
2010-02-08,0.0,93,13094.7,-6.6,-9.3,-5.3,3.6374166666666667,2
2010-02-09,0.0,93,20416.19,-4.9,-6.7,-3.5,5.671163888888889,2
2010-02-10,0.0,87,17868.29,-3.8,-5.2,-2.0,4.963413888888889,2
2010-02-11,0.0,83,28889.46,-6.1,-8.5,-3.6,8.024849999999999,2
2010-02-12,0.0,85,21074.65,-6.0,-8.9,-3.5,5.854069444444445,2
2010-02-13,1.1,89,13030.37,-3.9,-4.8,-2.9,3.6195472222222222,2
2010-02-14,0.0,91,25313.93,-4.2,-6.3,-1.9,7.031647222222222,2
2010-02-15,0.0,95,1767.43,-2.6,-4.4,-1.1,0.4909527777777778,2
2010-02-16,0.3,91,11546.73,-1.9,-2.9,-0.8,3.2074249999999997,2
2010-02-17,0.1,90,6299.72,-1.4,-1.9,-0.5,1.7499222222222224,2
2010-02-18,4.5,94,0.0,-0.6,-1.5,0.1,0.0,2
2010-02-19,2.9,98,22854.33,0.3,-0.4,0.9,6.348425000000001,2
2010-02-20,4.5,93,22553.69,0.6,-0.3,1.1,6.264913888888889,2
2010-02-21,0.0,88,1088.75,-4.4,-7.6,-0.1,0.30243055555555554,2
2010-02-22,3.2,95,5476.25,-3.8,-9.4,0.2,1.5211805555555555,2
2010-02-23,1.8,94,31106.08,-3.0,-4.9,-1.9,8.640577777777779,2
2010-02-24,0.5,91,18884.2,-3.8,-7.2,-0.5,5.245611111111112,2
2010-02-25,4.6,97,65.38,0.5,-1.2,2.5,0.01816111111111111,2
2010-02-26,1.3,93,18628.77,2.3,1.3,3.4,5.174658333333333,2
2010-02-27,0.9,94,0.0,2.1,1.6,2.4,0.0,2
2010-02-28,3.4,91,13006.43,2.4,1.4,3.7,3.612897222222222,2
2010-03-01,2.8,95,175.32,0.8,-0.1,1.9,0.0487,3
2010-03-02,0.5,87,31879.73,-0.4,-3.3,1.7,8.855480555555555,3
2010-03-03,0.0,83,33991.34,-0.9,-5.6,1.8,9.442038888888888,3
2010-03-04,0.0,79,30051.49,-4.3,-6.0,-2.0,8.347636111111111,3
2010-03-05,0.0,70,34895.21,-5.7,-10.2,-1.0,9.693113888888888,3
2010-03-06,0.0,67,35290.7,-4.7,-9.1,0.1,9.802972222222222,3
2010-03-07,0.0,86,24010.31,-1.9,-5.5,1.4,6.669530555555556,3
2010-03-08,0.0,92,21399.99,-4.6,-9.1,0.4,5.944441666666667,3
2010-03-09,0.0,96,1051.41,-3.3,-7.4,-0.7,0.29205833333333336,3
2010-03-10,0.0,96,740.34,-1.9,-2.9,-0.8,0.20565,3
2010-03-11,0.0,97,834.89,0.0,-1.9,1.6,0.2319138888888889,3
2010-03-12,0.0,99,0.0,1.5,0.3,2.7,0.0,3
2010-03-13,1.5,89,30546.01,1.5,-2.2,5.0,8.485002777777778,3
2010-03-14,0.3,84,37450.39,1.2,-1.4,3.8,10.40288611111111,3
2010-03-15,0.0,79,38153.52,0.0,-2.4,3.4,10.598199999999999,3
2010-03-16,0.0,77,37618.44,0.2,-3.0,3.9,10.449566666666668,3
2010-03-17,0.7,88,117.19,3.7,0.2,7.2,0.03255277777777778,3
2010-03-18,0.0,89,23207.58,6.4,2.1,11.5,6.44655,3
2010-03-19,0.3,82,9287.62,8.0,6.5,10.3,2.5798944444444447,3
2010-03-20,5.4,96,0.0,6.4,4.0,8.7,0.0,3
2010-03-21,1.8,88,20812.51,7.0,4.3,8.6,5.781252777777778,3
2010-03-22,0.0,86,26373.68,5.5,3.9,8.3,7.326022222222222,3
2010-03-23,1.1,82,28445.99,6.3,4.4,8.7,7.90166388888889,3
2010-03-24,0.0,84,16858.37,4.4,-0.0,7.6,4.682880555555555,3
2010-03-25,0.0,77,36739.5,7.1,3.4,12.7,10.205416666666666,3
2010-03-26,0.0,82,35057.86,9.7,5.4,15.2,9.738294444444445,3
2010-03-27,9.2,92,0.0,6.3,4.1,8.6,0.0,3
2010-03-28,0.9,87,33561.58,6.5,4.8,8.3,9.322661111111112,3
2010-03-29,1.1,82,26606.87,5.5,2.1,7.7,7.390797222222222,3
2010-03-30,1.3,84,40690.81,5.0,-1.0,9.6,11.303002777777778,3
2010-03-31,5.5,89,15411.81,6.5,4.4,8.8,4.281058333333333,3
2010-04-01,1.7,81,42152.8,5.1,3.3,6.9,11.709111111111111,4
2010-04-02,0.2,78,42588.54,5.0,2.7,8.5,11.83015,4
2010-04-03,0.0,72,42460.72,5.0,1.5,8.8,11.794644444444446,4
2010-04-04,7.5,89,1061.1,3.7,2.4,5.6,0.29474999999999996,4
2010-04-05,0.3,89,34950.38,5.1,1.8,7.4,9.708438888888889,4
2010-04-06,0.0,88,8124.3,5.3,1.0,8.4,2.2567500000000003,4
2010-04-07,0.0,73,44113.06,6.9,3.2,11.2,12.253627777777778,4
