calendar_month,time,daytime_temperature,daytime_temperature_p10,daytime_temperature_p90,daylight_hours_sampled
1,Jan,10.42,5.1,15.1,4960
2,Feb,11.67,6.5,16.3,4814
3,Mar,13.62,8.4,18.3,5952
4,Apr,17.53,12.1,22.9,6381
5,May,22.26,16.9,27.6,6944
6,Jun,27.33,21.59,33.1,6720
7,Jul,30.52,24.9,35.2,6944
8,Aug,29.92,24.3,34.4,6896
9,Sep,26.13,20.8,31.0,5865
10,Oct,20.67,15.2,25.4,5552
11,Nov,16.54,11.8,20.7,4948
12,Dec,12.25,7.3,16.5,4960
