calendar_month,time,daytime_temperature,daytime_temperature_p10,daytime_temperature_p90,daylight_hours_sampled
1,Jan,6.79,2.47,10.63,308
2,Feb,10.64,5.42,16.28,293
3,Mar,12.46,7.12,17.7,373
4,Apr,19.21,12.18,25.9,399
5,May,20.78,12.32,31.8,452
6,Jun,29.35,21.22,34.02,15
