calendar_month,time,daytime_temperature,daytime_temperature_p10,daytime_temperature_p90,daylight_hours_sampled
1,Jan,21.96,17.51,25.2,5952
2,Feb,22.77,17.9,26.2,5424
3,Mar,23.46,18.7,27.0,5952
4,Apr,23.52,19.6,27.0,5760
5,May,22.53,19.5,25.6,5952
6,Jun,21.93,19.2,24.6,5872
7,Jul,21.95,19.3,24.6,6396
8,Aug,21.99,19.1,24.8,5952
9,Sep,21.68,18.9,24.6,5760
10,Oct,21.24,18.5,24.1,5952
11,Nov,21.19,18.5,24.0,5760
12,Dec,21.55,18.0,24.5,5952
